RSU,Bound,Movement,x,y,x as UTC Time,x as PST Time,x as PDT Time,x as 12-Hr PST Time,x as 12-Hr PDT Time
1,NB,T,1670245366.412,179.59899997711182,2022-12-05 08:02:46.412000,2022-12-05 00:02:46.412000,2022-12-05 01:02:46.412000,2022-12-05 12:02:46.412000 AM,2022-12-05 01:02:46.412000 AM
1,EB,T,1670244539.112,218.69799995422363,2022-12-05 07:48:59.112000,2022-12-04 23:48:59.112000,2022-12-05 00:48:59.112000,2022-12-04 11:48:59.112000 PM,2022-12-05 12:48:59.112000 AM
1,EB,T,1670245211.22,672.1080000400543,2022-12-05 08:00:11.220000,2022-12-05 00:00:11.220000,2022-12-05 01:00:11.220000,2022-12-05 12:00:11.220000 AM,2022-12-05 01:00:11.220000 AM
1,EB,L,1670244657.313,780.7999999523163,2022-12-05 07:50:57.313000,2022-12-04 23:50:57.313000,2022-12-05 00:50:57.313000,2022-12-04 11:50:57.313000 PM,2022-12-05 12:50:57.313000 AM
1,EB,L,1670244756.313,99.0,2022-12-05 07:52:36.313000,2022-12-04 23:52:36.313000,2022-12-05 00:52:36.313000,2022-12-04 11:52:36.313000 PM,2022-12-05 12:52:36.313000 AM
5,NB,L,1670243306.655,768.6039998531342,2022-12-05 07:28:26.655000,2022-12-04 23:28:26.655000,2022-12-05 00:28:26.655000,2022-12-04 11:28:26.655000 PM,2022-12-05 12:28:26.655000 AM
5,NB,L,1670244345.653,1038.9980001449585,2022-12-05 07:45:45.653000,2022-12-04 23:45:45.653000,2022-12-05 00:45:45.653000,2022-12-04 11:45:45.653000 PM,2022-12-05 12:45:45.653000 AM
1,SB,L,1670244426.612,95.6010000705719,2022-12-05 07:47:06.612000,2022-12-04 23:47:06.612000,2022-12-05 00:47:06.612000,2022-12-04 11:47:06.612000 PM,2022-12-05 12:47:06.612000 AM
1,SB,L,1670245086.612,660.0,2022-12-05 07:58:06.612000,2022-12-04 23:58:06.612000,2022-12-05 00:58:06.612000,2022-12-04 11:58:06.612000 PM,2022-12-05 12:58:06.612000 AM
5,EB,T,1670244831.352,154.89000010490417,2022-12-05 07:53:51.352000,2022-12-04 23:53:51.352000,2022-12-05 00:53:51.352000,2022-12-04 11:53:51.352000 PM,2022-12-05 12:53:51.352000 AM
5,EB,T,1670245057.254,225.90199995040894,2022-12-05 07:57:37.254000,2022-12-04 23:57:37.254000,2022-12-05 00:57:37.254000,2022-12-04 11:57:37.254000 PM,2022-12-05 12:57:37.254000 AM
5,WB,L,1670244983.954,1840.2000000476837,2022-12-05 07:56:23.954000,2022-12-04 23:56:23.954000,2022-12-05 00:56:23.954000,2022-12-04 11:56:23.954000 PM,2022-12-05 12:56:23.954000 AM
5,WB,L,1670245432.752,448.7980000972748,2022-12-05 08:03:52.752000,2022-12-05 00:03:52.752000,2022-12-05 01:03:52.752000,2022-12-05 12:03:52.752000 AM,2022-12-05 01:03:52.752000 AM
1,WB,L,1670244867.013,209.70000004768372,2022-12-05 07:54:27.013000,2022-12-04 23:54:27.013000,2022-12-05 00:54:27.013000,2022-12-04 11:54:27.013000 PM,2022-12-05 12:54:27.013000 AM
1,WB,L,1670245198.81,331.79699993133545,2022-12-05 07:59:58.810000,2022-12-04 23:59:58.810000,2022-12-05 00:59:58.810000,2022-12-04 11:59:58.810000 PM,2022-12-05 12:59:58.810000 AM
1,WB,T,1670245211.22,441.80800008773804,2022-12-05 08:00:11.220000,2022-12-05 00:00:11.220000,2022-12-05 01:00:11.220000,2022-12-05 12:00:11.220000 AM,2022-12-05 01:00:11.220000 AM
1,WB,T,1670245383.612,172.39199995994568,2022-12-05 08:03:03.612000,2022-12-05 00:03:03.612000,2022-12-05 01:03:03.612000,2022-12-05 12:03:03.612000 AM,2022-12-05 01:03:03.612000 AM
7,WB,T,1670245060.002,394.79100012779236,2022-12-05 07:57:40.002000,2022-12-04 23:57:40.002000,2022-12-05 00:57:40.002000,2022-12-04 11:57:40.002000 PM,2022-12-05 12:57:40.002000 AM
7,WB,T,1670245388.61,328.60799980163574,2022-12-05 08:03:08.610000,2022-12-05 00:03:08.610000,2022-12-05 01:03:08.610000,2022-12-05 12:03:08.610000 AM,2022-12-05 01:03:08.610000 AM
4,NB,L,1670244214.1,450.99599981307983,2022-12-05 07:43:34.100000,2022-12-04 23:43:34.100000,2022-12-05 00:43:34.100000,2022-12-04 11:43:34.100000 PM,2022-12-05 12:43:34.100000 AM
4,NB,L,1670244832.1,618.0,2022-12-05 07:53:52.100000,2022-12-04 23:53:52.100000,2022-12-05 00:53:52.100000,2022-12-04 11:53:52.100000 PM,2022-12-05 12:53:52.100000 AM
3,NB,T,1670243662.157,861.7060000896454,2022-12-05 07:34:22.157000,2022-12-04 23:34:22.157000,2022-12-05 00:34:22.157000,2022-12-04 11:34:22.157000 PM,2022-12-05 12:34:22.157000 AM
3,NB,T,1670245144.751,1482.593999862671,2022-12-05 07:59:04.751000,2022-12-04 23:59:04.751000,2022-12-05 00:59:04.751000,2022-12-04 11:59:04.751000 PM,2022-12-05 12:59:04.751000 AM
3,SB,T,1670244563.458,901.300999879837,2022-12-05 07:49:23.458000,2022-12-04 23:49:23.458000,2022-12-05 00:49:23.458000,2022-12-04 11:49:23.458000 PM,2022-12-05 12:49:23.458000 AM
3,SB,T,1670245144.751,581.2929999828339,2022-12-05 07:59:04.751000,2022-12-04 23:59:04.751000,2022-12-05 00:59:04.751000,2022-12-04 11:59:04.751000 PM,2022-12-05 12:59:04.751000 AM
3,EB,L,1670243674.258,806.9959998130798,2022-12-05 07:34:34.258000,2022-12-04 23:34:34.258000,2022-12-05 00:34:34.258000,2022-12-04 11:34:34.258000 PM,2022-12-05 12:34:34.258000 AM
3,EB,L,1670245156.259,1482.0010001659393,2022-12-05 07:59:16.259000,2022-12-04 23:59:16.259000,2022-12-05 00:59:16.259000,2022-12-04 11:59:16.259000 PM,2022-12-05 12:59:16.259000 AM
3,EB,T,1670243674.258,806.9959998130798,2022-12-05 07:34:34.258000,2022-12-04 23:34:34.258000,2022-12-05 00:34:34.258000,2022-12-04 11:34:34.258000 PM,2022-12-05 12:34:34.258000 AM
3,EB,T,1670245156.259,1482.0010001659393,2022-12-05 07:59:16.259000,2022-12-04 23:59:16.259000,2022-12-05 00:59:16.259000,2022-12-04 11:59:16.259000 PM,2022-12-05 12:59:16.259000 AM
4,SB,L,1670245135.103,834.0019998550415,2022-12-05 07:58:55.103000,2022-12-04 23:58:55.103000,2022-12-05 00:58:55.103000,2022-12-04 11:58:55.103000 PM,2022-12-05 12:58:55.103000 AM
4,SB,L,1670245491.101,355.9980001449585,2022-12-05 08:04:51.101000,2022-12-05 00:04:51.101000,2022-12-05 01:04:51.101000,2022-12-05 12:04:51.101000 AM,2022-12-05 01:04:51.101000 AM
5,EB,L,1670241710.055,50,2022-12-05 07:01:50.055000,2022-12-04 23:01:50.055000,2022-12-05 00:01:50.055000,2022-12-04 11:01:50.055000 PM,2022-12-05 12:01:50.055000 AM
5,EB,L,1670242843.153,1133.098000049591,2022-12-05 07:20:43.153000,2022-12-04 23:20:43.153000,2022-12-05 00:20:43.153000,2022-12-04 11:20:43.153000 PM,2022-12-05 12:20:43.153000 AM
4,WB,L,1670243050.0,282.0,2022-12-05 07:24:10.000000,2022-12-04 23:24:10.000000,2022-12-05 00:24:10.000000,2022-12-04 11:24:10.000000 PM,2022-12-05 12:24:10.000000 AM
4,WB,L,1670244549.901,1499.9010000228882,2022-12-05 07:49:09.901000,2022-12-04 23:49:09.901000,2022-12-05 00:49:09.901000,2022-12-04 11:49:09.901000 PM,2022-12-05 12:49:09.901000 AM
4,WB,T,1670243050.0,282.0,2022-12-05 07:24:10.000000,2022-12-04 23:24:10.000000,2022-12-05 00:24:10.000000,2022-12-04 11:24:10.000000 PM,2022-12-05 12:24:10.000000 AM
4,WB,T,1670244549.901,1499.9010000228882,2022-12-05 07:49:09.901000,2022-12-04 23:49:09.901000,2022-12-05 00:49:09.901000,2022-12-04 11:49:09.901000 PM,2022-12-05 12:49:09.901000 AM
7,NB,L,1670244911.613,557.0,2022-12-05 07:55:11.613000,2022-12-04 23:55:11.613000,2022-12-05 00:55:11.613000,2022-12-04 11:55:11.613000 PM,2022-12-05 12:55:11.613000 AM
7,NB,L,1670245272.614,361.00100016593933,2022-12-05 08:01:12.614000,2022-12-05 00:01:12.614000,2022-12-05 01:01:12.614000,2022-12-05 12:01:12.614000 AM,2022-12-05 01:01:12.614000 AM
