RSU,Bound,Movement,x,y,x as UTC Time,x as PST Time,x as PDT Time,x as 12-Hr PST Time,x as 12-Hr PDT Time
5,EB,T,1670245046.254,214.90199995040894,2022-12-05 07:57:26.254000,2022-12-04 23:57:26.254000,2022-12-05 00:57:26.254000,2022-12-04 11:57:26.254000 PM,2022-12-05 12:57:26.254000 AM
5,WB,L,1670244973.354,593.2009999752045,2022-12-05 07:56:13.354000,2022-12-04 23:56:13.354000,2022-12-05 00:56:13.354000,2022-12-04 11:56:13.354000 PM,2022-12-05 12:56:13.354000 AM
5,WB,L,1670245422.153,438.19900012016296,2022-12-05 08:03:42.153000,2022-12-05 00:03:42.153000,2022-12-05 01:03:42.153000,2022-12-05 12:03:42.153000 AM,2022-12-05 01:03:42.153000 AM
1,WB,L,1670244858.011,200.69799995422363,2022-12-05 07:54:18.011000,2022-12-04 23:54:18.011000,2022-12-05 00:54:18.011000,2022-12-04 11:54:18.011000 PM,2022-12-05 12:54:18.011000 AM
1,WB,L,1670245187.913,320.90000009536743,2022-12-05 07:59:47.913000,2022-12-04 23:59:47.913000,2022-12-05 00:59:47.913000,2022-12-04 11:59:47.913000 PM,2022-12-05 12:59:47.913000 AM
1,WB,T,1670245188.817,419.40499997138977,2022-12-05 07:59:48.817000,2022-12-04 23:59:48.817000,2022-12-05 00:59:48.817000,2022-12-04 11:59:48.817000 PM,2022-12-05 12:59:48.817000 AM
1,WB,T,1670245367.414,156.19400000572205,2022-12-05 08:02:47.414000,2022-12-05 00:02:47.414000,2022-12-05 01:02:47.414000,2022-12-05 12:02:47.414000 AM,2022-12-05 01:02:47.414000 AM
7,WB,T,1670245045.815,380.60400009155273,2022-12-05 07:57:25.815000,2022-12-04 23:57:25.815000,2022-12-05 00:57:25.815000,2022-12-04 11:57:25.815000 PM,2022-12-05 12:57:25.815000 AM
7,WB,T,1670245377.22,317.21799993515015,2022-12-05 08:02:57.220000,2022-12-05 00:02:57.220000,2022-12-05 01:02:57.220000,2022-12-05 12:02:57.220000 AM,2022-12-05 01:02:57.220000 AM
4,NB,L,1670244202.192,439.08799982070923,2022-12-05 07:43:22.192000,2022-12-04 23:43:22.192000,2022-12-05 00:43:22.192000,2022-12-04 11:43:22.192000 PM,2022-12-05 12:43:22.192000 AM
4,NB,L,1670244820.101,606.0010001659393,2022-12-05 07:53:40.101000,2022-12-04 23:53:40.101000,2022-12-05 00:53:40.101000,2022-12-04 11:53:40.101000 PM,2022-12-05 12:53:40.101000 AM
3,NB,T,1670242868.259,12.5,2022-12-05 07:21:08.259000,2022-12-04 23:21:08.259000,2022-12-05 00:21:08.259000,2022-12-04 11:21:08.259000 PM,2022-12-05 12:21:08.259000 AM
3,NB,T,1670243677.059,14.901999950408936,2022-12-05 07:34:37.059000,2022-12-04 23:34:37.059000,2022-12-05 00:34:37.059000,2022-12-04 11:34:37.059000 PM,2022-12-05 12:34:37.059000 AM
3,SB,T,1670243677.059,14.901999950408936,2022-12-05 07:34:37.059000,2022-12-04 23:34:37.059000,2022-12-05 00:34:37.059000,2022-12-04 11:34:37.059000 PM,2022-12-05 12:34:37.059000 AM
3,SB,T,1670244573.459,10.001000165939331,2022-12-05 07:49:33.459000,2022-12-04 23:49:33.459000,2022-12-05 00:49:33.459000,2022-12-04 11:49:33.459000 PM,2022-12-05 12:49:33.459000 AM
3,EB,L,1670243663.05,795.787999868393,2022-12-05 07:34:23.050000,2022-12-04 23:34:23.050000,2022-12-05 00:34:23.050000,2022-12-04 11:34:23.050000 PM,2022-12-05 12:34:23.050000 AM
3,EB,L,1670245145.751,1471.4930000305176,2022-12-05 07:59:05.751000,2022-12-04 23:59:05.751000,2022-12-05 00:59:05.751000,2022-12-04 11:59:05.751000 PM,2022-12-05 12:59:05.751000 AM
3,EB,T,1670243663.05,795.787999868393,2022-12-05 07:34:23.050000,2022-12-04 23:34:23.050000,2022-12-05 00:34:23.050000,2022-12-04 11:34:23.050000 PM,2022-12-05 12:34:23.050000 AM
3,EB,T,1670245145.751,1471.4930000305176,2022-12-05 07:59:05.751000,2022-12-04 23:59:05.751000,2022-12-05 00:59:05.751000,2022-12-04 11:59:05.751000 PM,2022-12-05 12:59:05.751000 AM
4,SB,L,1670245125.103,824.0019998550415,2022-12-05 07:58:45.103000,2022-12-04 23:58:45.103000,2022-12-05 00:58:45.103000,2022-12-04 11:58:45.103000 PM,2022-12-05 12:58:45.103000 AM
4,SB,L,1670245481.093,345.99000000953674,2022-12-05 08:04:41.093000,2022-12-05 00:04:41.093000,2022-12-05 01:04:41.093000,2022-12-05 12:04:41.093000 AM,2022-12-05 01:04:41.093000 AM
5,EB,L,1670241701.051,41,2022-12-05 07:01:41.051000,2022-12-04 23:01:41.051000,2022-12-05 00:01:41.051000,2022-12-04 11:01:41.051000 PM,2022-12-05 12:01:41.051000 AM
5,EB,L,1670242832.652,1122.5969998836517,2022-12-05 07:20:32.652000,2022-12-04 23:20:32.652000,2022-12-05 00:20:32.652000,2022-12-04 11:20:32.652000 PM,2022-12-05 12:20:32.652000 AM
4,WB,L,1670243041.394,273.39400005340576,2022-12-05 07:24:01.394000,2022-12-04 23:24:01.394000,2022-12-05 00:24:01.394000,2022-12-04 11:24:01.394000 PM,2022-12-05 12:24:01.394000 AM
4,WB,L,1670244540.993,1490.9930000305176,2022-12-05 07:49:00.993000,2022-12-04 23:49:00.993000,2022-12-05 00:49:00.993000,2022-12-04 11:49:00.993000 PM,2022-12-05 12:49:00.993000 AM
4,WB,T,1670243041.394,273.39400005340576,2022-12-05 07:24:01.394000,2022-12-04 23:24:01.394000,2022-12-05 00:24:01.394000,2022-12-04 11:24:01.394000 PM,2022-12-05 12:24:01.394000 AM
4,WB,T,1670244540.993,1490.9930000305176,2022-12-05 07:49:00.993000,2022-12-04 23:49:00.993000,2022-12-05 00:49:00.993000,2022-12-04 11:49:00.993000 PM,2022-12-05 12:49:00.993000 AM
7,NB,L,1670244900.614,546.0010001659393,2022-12-05 07:55:00.614000,2022-12-04 23:55:00.614000,2022-12-05 00:55:00.614000,2022-12-04 11:55:00.614000 PM,2022-12-05 12:55:00.614000 AM
7,NB,L,1670245258.714,347.1010000705719,2022-12-05 08:00:58.714000,2022-12-05 00:00:58.714000,2022-12-05 01:00:58.714000,2022-12-05 12:00:58.714000 AM,2022-12-05 01:00:58.714000 AM
