RSU,Bound,Movement,x,y,x as UTC Time,x as PST Time,x as PDT Time,x as 12-Hr PST Time,x as 12-Hr PDT Time
7,SB,L,1658519577.99,134.00099992752075,2022-07-22 15:52:57.990000,2022-07-22 07:52:57.990000,2022-07-22 08:52:57.990000,2022-07-22 07:52:57.990000 AM,2022-07-22 08:52:57.990000 AM
7,SB,L,1658519862.891,284.9010000228882,2022-07-22 15:57:42.891000,2022-07-22 07:57:42.891000,2022-07-22 08:57:42.891000,2022-07-22 07:57:42.891000 AM,2022-07-22 08:57:42.891000 AM
2,NB,T,1658519872.37,588.8229999542236,2022-07-22 15:57:52.370000,2022-07-22 07:57:52.370000,2022-07-22 08:57:52.370000,2022-07-22 07:57:52.370000 AM,2022-07-22 08:57:52.370000 AM
2,NB,T,1658519992.511,708.9639999866486,2022-07-22 15:59:52.511000,2022-07-22 07:59:52.511000,2022-07-22 08:59:52.511000,2022-07-22 07:59:52.511000 AM,2022-07-22 08:59:52.511000 AM
7,WB,L,1658519804.098,137.09899997711182,2022-07-22 15:56:44.098000,2022-07-22 07:56:44.098000,2022-07-22 08:56:44.098000,2022-07-22 07:56:44.098000 AM,2022-07-22 08:56:44.098000 AM
7,WB,L,1658519928.999,124.90100002288818,2022-07-22 15:58:48.999000,2022-07-22 07:58:48.999000,2022-07-22 08:58:48.999000,2022-07-22 07:58:48.999000 AM,2022-07-22 08:58:48.999000 AM
2,EB,L,1658519992.511,312.38899993896484,2022-07-22 15:59:52.511000,2022-07-22 07:59:52.511000,2022-07-22 08:59:52.511000,2022-07-22 07:59:52.511000 AM,2022-07-22 08:59:52.511000 AM
2,EB,L,1658520052.603,372.48099994659424,2022-07-22 16:00:52.603000,2022-07-22 08:00:52.603000,2022-07-22 09:00:52.603000,2022-07-22 08:00:52.603000 AM,2022-07-22 09:00:52.603000 AM
5,EB,L,1658519674.479,127.89600014686584,2022-07-22 15:54:34.479000,2022-07-22 07:54:34.479000,2022-07-22 08:54:34.479000,2022-07-22 07:54:34.479000 AM,2022-07-22 08:54:34.479000 AM
5,EB,L,1658519807.584,133.1050000190735,2022-07-22 15:56:47.584000,2022-07-22 07:56:47.584000,2022-07-22 08:56:47.584000,2022-07-22 07:56:47.584000 AM,2022-07-22 08:56:47.584000 AM
1,EB,T,1658519830.617,230.989000082016,2022-07-22 15:57:10.617000,2022-07-22 07:57:10.617000,2022-07-22 08:57:10.617000,2022-07-22 07:57:10.617000 AM,2022-07-22 08:57:10.617000 AM
1,EB,T,1658519949.119,118.5019998550415,2022-07-22 15:59:09.119000,2022-07-22 07:59:09.119000,2022-07-22 08:59:09.119000,2022-07-22 07:59:09.119000 AM,2022-07-22 08:59:09.119000 AM
3,NB,L,1658519826.3,118.49499988555908,2022-07-22 15:57:06.300000,2022-07-22 07:57:06.300000,2022-07-22 08:57:06.300000,2022-07-22 07:57:06.300000 AM,2022-07-22 08:57:06.300000 AM
