RSU,Bound,Movement,x,y,x as UTC Time,x as PST Time,x as PDT Time,x as 12-Hr PST Time,x as 12-Hr PDT Time
7,EB,T,1658519929.994,87.0,2022-07-22 15:58:49.994000,2022-07-22 07:58:49.994000,2022-07-22 08:58:49.994000,2022-07-22 07:58:49.994000 AM,2022-07-22 08:58:49.994000 AM
7,EB,L,1658519784.401,100.70799994468689,2022-07-22 15:56:24.401000,2022-07-22 07:56:24.401000,2022-07-22 08:56:24.401000,2022-07-22 07:56:24.401000 AM,2022-07-22 08:56:24.401000 AM
7,EB,L,1658519915.0,107.59999990463257,2022-07-22 15:58:35.000000,2022-07-22 07:58:35.000000,2022-07-22 08:58:35.000000,2022-07-22 07:58:35.000000 AM,2022-07-22 08:58:35.000000 AM
2,EB,T,1658519812.301,60.074000120162964,2022-07-22 15:56:52.301000,2022-07-22 07:56:52.301000,2022-07-22 08:56:52.301000,2022-07-22 07:56:52.301000 AM,2022-07-22 08:56:52.301000 AM
2,EB,T,1658519932.439,36.04099988937378,2022-07-22 15:58:52.439000,2022-07-22 07:58:52.439000,2022-07-22 08:58:52.439000,2022-07-22 07:58:52.439000 AM,2022-07-22 08:58:52.439000 AM
5,NB,L,1658519700.591,112.50800013542175,2022-07-22 15:55:00.591000,2022-07-22 07:55:00.591000,2022-07-22 08:55:00.591000,2022-07-22 07:55:00.591000 AM,2022-07-22 08:55:00.591000 AM
5,NB,L,1658519825.484,109.90400004386902,2022-07-22 15:57:05.484000,2022-07-22 07:57:05.484000,2022-07-22 08:57:05.484000,2022-07-22 07:57:05.484000 AM,2022-07-22 08:57:05.484000 AM
7,WB,T,1658519548.99,116.69600009918213,2022-07-22 15:52:28.990000,2022-07-22 07:52:28.990000,2022-07-22 08:52:28.990000,2022-07-22 07:52:28.990000 AM,2022-07-22 08:52:28.990000 AM
7,WB,T,1658519809.999,243.90700006484985,2022-07-22 15:56:49.999000,2022-07-22 07:56:49.999000,2022-07-22 08:56:49.999000,2022-07-22 07:56:49.999000 AM,2022-07-22 08:56:49.999000 AM
1,WB,T,1658519810.016,117.29699993133545,2022-07-22 15:56:50.016000,2022-07-22 07:56:50.016000,2022-07-22 08:56:50.016000,2022-07-22 07:56:50.016000 AM,2022-07-22 08:56:50.016000 AM
1,WB,T,1658519927.723,97.10599994659424,2022-07-22 15:58:47.723000,2022-07-22 07:58:47.723000,2022-07-22 08:58:47.723000,2022-07-22 07:58:47.723000 AM,2022-07-22 08:58:47.723000 AM
5,EB,T,1658519810.585,111.00300002098083,2022-07-22 15:56:50.585000,2022-07-22 07:56:50.585000,2022-07-22 08:56:50.585000,2022-07-22 07:56:50.585000 AM,2022-07-22 08:56:50.585000 AM
5,EB,T,1658519942.475,118.0939998626709,2022-07-22 15:59:02.475000,2022-07-22 07:59:02.475000,2022-07-22 08:59:02.475000,2022-07-22 07:59:02.475000 AM,2022-07-22 08:59:02.475000 AM
7,NB,L,1658519843.992,148.50100016593933,2022-07-22 15:57:23.992000,2022-07-22 07:57:23.992000,2022-07-22 08:57:23.992000,2022-07-22 07:57:23.992000 AM,2022-07-22 08:57:23.992000 AM
7,NB,L,1658519944.993,82.10199999809265,2022-07-22 15:59:04.993000,2022-07-22 07:59:04.993000,2022-07-22 08:59:04.993000,2022-07-22 07:59:04.993000 AM,2022-07-22 08:59:04.993000 AM
7,SB,L,1658519566.593,122.60399985313416,2022-07-22 15:52:46.593000,2022-07-22 07:52:46.593000,2022-07-22 08:52:46.593000,2022-07-22 07:52:46.593000 AM,2022-07-22 08:52:46.593000 AM
7,SB,L,1658519843.992,266.0020000934601,2022-07-22 15:57:23.992000,2022-07-22 07:57:23.992000,2022-07-22 08:57:23.992000,2022-07-22 07:57:23.992000 AM,2022-07-22 08:57:23.992000 AM
2,NB,T,1658519824.315,72.08800005912781,2022-07-22 15:57:04.315000,2022-07-22 07:57:04.315000,2022-07-22 08:57:04.315000,2022-07-22 07:57:04.315000 AM,2022-07-22 08:57:04.315000 AM
2,NB,T,1658519956.467,84.09700012207031,2022-07-22 15:59:16.467000,2022-07-22 07:59:16.467000,2022-07-22 08:59:16.467000,2022-07-22 07:59:16.467000 AM,2022-07-22 08:59:16.467000 AM
7,WB,L,1658519784.401,117.40199995040894,2022-07-22 15:56:24.401000,2022-07-22 07:56:24.401000,2022-07-22 08:56:24.401000,2022-07-22 07:56:24.401000 AM,2022-07-22 08:56:24.401000 AM
7,WB,L,1658519915.0,110.90199995040894,2022-07-22 15:58:35.000000,2022-07-22 07:58:35.000000,2022-07-22 08:58:35.000000,2022-07-22 07:58:35.000000 AM,2022-07-22 08:58:35.000000 AM
2,EB,L,1658519908.412,48.055999994277954,2022-07-22 15:58:28.412000,2022-07-22 07:58:28.412000,2022-07-22 08:58:28.412000,2022-07-22 07:58:28.412000 AM,2022-07-22 08:58:28.412000 AM
2,EB,L,1658520028.553,36.04200005531311,2022-07-22 16:00:28.553000,2022-07-22 08:00:28.553000,2022-07-22 09:00:28.553000,2022-07-22 08:00:28.553000 AM,2022-07-22 09:00:28.553000 AM
5,EB,L,1658519661.29,114.70700001716614,2022-07-22 15:54:21.290000,2022-07-22 07:54:21.290000,2022-07-22 08:54:21.290000,2022-07-22 07:54:21.290000 AM,2022-07-22 08:54:21.290000 AM
5,EB,L,1658519791.287,116.80799984931946,2022-07-22 15:56:31.287000,2022-07-22 07:56:31.287000,2022-07-22 08:56:31.287000,2022-07-22 07:56:31.287000 AM,2022-07-22 08:56:31.287000 AM
1,EB,T,1658519810.016,210.3880000114441,2022-07-22 15:56:50.016000,2022-07-22 07:56:50.016000,2022-07-22 08:56:50.016000,2022-07-22 07:56:50.016000 AM,2022-07-22 08:56:50.016000 AM
1,EB,T,1658519929.015,98.39800000190735,2022-07-22 15:58:49.015000,2022-07-22 07:58:49.015000,2022-07-22 08:58:49.015000,2022-07-22 07:58:49.015000 AM,2022-07-22 08:58:49.015000 AM
3,NB,L,1658519810.088,102.2829999923706,2022-07-22 15:56:50.088000,2022-07-22 07:56:50.088000,2022-07-22 08:56:50.088000,2022-07-22 07:56:50.088000 AM,2022-07-22 08:56:50.088000 AM
3,NB,L,1658519929.518,103.21799993515015,2022-07-22 15:58:49.518000,2022-07-22 07:58:49.518000,2022-07-22 08:58:49.518000,2022-07-22 07:58:49.518000 AM,2022-07-22 08:58:49.518000 AM
3,SB,T,1658519841.81,31.721999883651733,2022-07-22 15:57:21.810000,2022-07-22 07:57:21.810000,2022-07-22 08:57:21.810000,2022-07-22 07:57:21.810000 AM,2022-07-22 08:57:21.810000 AM
3,SB,T,1658519965.089,36.00099992752075,2022-07-22 15:59:25.089000,2022-07-22 07:59:25.089000,2022-07-22 08:59:25.089000,2022-07-22 07:59:25.089000 AM,2022-07-22 08:59:25.089000 AM
5,WB,T,1658519810.078,110.49600005149841,2022-07-22 15:56:50.078000,2022-07-22 07:56:50.078000,2022-07-22 08:56:50.078000,2022-07-22 07:56:50.078000 AM,2022-07-22 08:56:50.078000 AM
5,WB,T,1658519921.295,96.91400003433228,2022-07-22 15:58:41.295000,2022-07-22 07:58:41.295000,2022-07-22 08:58:41.295000,2022-07-22 07:58:41.295000 AM,2022-07-22 08:58:41.295000 AM
4,NB,L,1658519794.226,108.09800004959106,2022-07-22 15:56:34.226000,2022-07-22 07:56:34.226000,2022-07-22 08:56:34.226000,2022-07-22 07:56:34.226000 AM,2022-07-22 08:56:34.226000 AM
4,NB,L,1658519925.525,109.00800013542175,2022-07-22 15:58:45.525000,2022-07-22 07:58:45.525000,2022-07-22 08:58:45.525000,2022-07-22 07:58:45.525000 AM,2022-07-22 08:58:45.525000 AM
2,SB,T,1658519824.315,36.04200005531311,2022-07-22 15:57:04.315000,2022-07-22 07:57:04.315000,2022-07-22 08:57:04.315000,2022-07-22 07:57:04.315000 AM,2022-07-22 08:57:04.315000 AM
2,SB,T,1658519956.467,48.0550000667572,2022-07-22 15:59:16.467000,2022-07-22 07:59:16.467000,2022-07-22 08:59:16.467000,2022-07-22 07:59:16.467000 AM,2022-07-22 08:59:16.467000 AM
4,EB,L,1658519779.325,108.00500011444092,2022-07-22 15:56:19.325000,2022-07-22 07:56:19.325000,2022-07-22 08:56:19.325000,2022-07-22 07:56:19.325000 AM,2022-07-22 08:56:19.325000 AM
4,EB,L,1658519908.724,115.50600004196167,2022-07-22 15:58:28.724000,2022-07-22 07:58:28.724000,2022-07-22 08:58:28.724000,2022-07-22 07:58:28.724000 AM,2022-07-22 08:58:28.724000 AM
4,EB,T,1658519779.325,108.00500011444092,2022-07-22 15:56:19.325000,2022-07-22 07:56:19.325000,2022-07-22 08:56:19.325000,2022-07-22 07:56:19.325000 AM,2022-07-22 08:56:19.325000 AM
4,EB,T,1658519908.724,115.50600004196167,2022-07-22 15:58:28.724000,2022-07-22 07:58:28.724000,2022-07-22 08:58:28.724000,2022-07-22 07:58:28.724000 AM,2022-07-22 08:58:28.724000 AM
6,EB,T,1658519786.377,132.90100002288818,2022-07-22 15:56:26.377000,2022-07-22 07:56:26.377000,2022-07-22 08:56:26.377000,2022-07-22 07:56:26.377000 AM,2022-07-22 08:56:26.377000 AM
6,EB,T,1658519915.577,111.19799995422363,2022-07-22 15:58:35.577000,2022-07-22 07:58:35.577000,2022-07-22 08:58:35.577000,2022-07-22 07:58:35.577000 AM,2022-07-22 08:58:35.577000 AM
4,SB,L,1658519794.226,103.20700001716614,2022-07-22 15:56:34.226000,2022-07-22 07:56:34.226000,2022-07-22 08:56:34.226000,2022-07-22 07:56:34.226000 AM,2022-07-22 08:56:34.226000 AM
4,SB,L,1658519925.525,107.30700016021729,2022-07-22 15:58:45.525000,2022-07-22 07:58:45.525000,2022-07-22 08:58:45.525000,2022-07-22 07:58:45.525000 AM,2022-07-22 08:58:45.525000 AM
1,SB,L,1658519831.626,124.50899982452393,2022-07-22 15:57:11.626000,2022-07-22 07:57:11.626000,2022-07-22 08:57:11.626000,2022-07-22 07:57:11.626000 AM,2022-07-22 08:57:11.626000 AM
1,SB,L,1658519950.128,100.5090000629425,2022-07-22 15:59:10.128000,2022-07-22 07:59:10.128000,2022-07-22 08:59:10.128000,2022-07-22 07:59:10.128000 AM,2022-07-22 08:59:10.128000 AM
6,NB,L,1658519406.881,106.50800013542175,2022-07-22 15:50:06.881000,2022-07-22 07:50:06.881000,2022-07-22 08:50:06.881000,2022-07-22 07:50:06.881000 AM,2022-07-22 08:50:06.881000 AM
6,NB,L,1658519545.382,127.00999999046326,2022-07-22 15:52:25.382000,2022-07-22 07:52:25.382000,2022-07-22 08:52:25.382000,2022-07-22 07:52:25.382000 AM,2022-07-22 08:52:25.382000 AM
2,NB,L,1658519115.096,529.1189999580383,2022-07-22 15:45:15.096000,2022-07-22 07:45:15.096000,2022-07-22 08:45:15.096000,2022-07-22 07:45:15.096000 AM,2022-07-22 08:45:15.096000 AM
2,NB,L,1658519235.427,60.16100001335144,2022-07-22 15:47:15.427000,2022-07-22 07:47:15.427000,2022-07-22 08:47:15.427000,2022-07-22 07:47:15.427000 AM,2022-07-22 08:47:15.427000 AM
3,NB,T,1658519720.705,13.301999807357788,2022-07-22 15:55:20.705000,2022-07-22 07:55:20.705000,2022-07-22 08:55:20.705000,2022-07-22 07:55:20.705000 AM,2022-07-22 08:55:20.705000 AM
3,NB,T,1658519852.193,24.79200005531311,2022-07-22 15:57:32.193000,2022-07-22 07:57:32.193000,2022-07-22 08:57:32.193000,2022-07-22 07:57:32.193000 AM,2022-07-22 08:57:32.193000 AM
3,EB,L,1658519828.513,225.42400002479553,2022-07-22 15:57:08.513000,2022-07-22 07:57:08.513000,2022-07-22 08:57:08.513000,2022-07-22 07:57:08.513000 AM,2022-07-22 08:57:08.513000 AM
3,EB,L,1658519948.403,107.60500001907349,2022-07-22 15:59:08.403000,2022-07-22 07:59:08.403000,2022-07-22 08:59:08.403000,2022-07-22 07:59:08.403000 AM,2022-07-22 08:59:08.403000 AM
3,EB,T,1658519828.513,225.42400002479553,2022-07-22 15:57:08.513000,2022-07-22 07:57:08.513000,2022-07-22 08:57:08.513000,2022-07-22 07:57:08.513000 AM,2022-07-22 08:57:08.513000 AM
3,EB,T,1658519948.403,107.60500001907349,2022-07-22 15:59:08.403000,2022-07-22 07:59:08.403000,2022-07-22 08:59:08.403000,2022-07-22 07:59:08.403000 AM,2022-07-22 08:59:08.403000 AM
3,SB,L,1658519841.81,121.72099995613098,2022-07-22 15:57:21.810000,2022-07-22 07:57:21.810000,2022-07-22 08:57:21.810000,2022-07-22 07:57:21.810000 AM,2022-07-22 08:57:21.810000 AM
3,SB,L,1658519965.089,113.90299987792969,2022-07-22 15:59:25.089000,2022-07-22 07:59:25.089000,2022-07-22 08:59:25.089000,2022-07-22 07:59:25.089000 AM,2022-07-22 08:59:25.089000 AM
3,WB,T,1658516348.494,589.9979999065399,2022-07-22 14:59:08.494000,2022-07-22 06:59:08.494000,2022-07-22 07:59:08.494000,2022-07-22 06:59:08.494000 AM,2022-07-22 07:59:08.494000 AM
3,WB,T,1658516348.494,589.9979999065399,2022-07-22 14:59:08.494000,2022-07-22 06:59:08.494000,2022-07-22 07:59:08.494000,2022-07-22 06:59:08.494000 AM,2022-07-22 07:59:08.494000 AM
3,WB,L,1658516348.494,589.9979999065399,2022-07-22 14:59:08.494000,2022-07-22 06:59:08.494000,2022-07-22 07:59:08.494000,2022-07-22 06:59:08.494000 AM,2022-07-22 07:59:08.494000 AM
3,WB,L,1658516348.494,589.9979999065399,2022-07-22 14:59:08.494000,2022-07-22 06:59:08.494000,2022-07-22 07:59:08.494000,2022-07-22 06:59:08.494000 AM,2022-07-22 07:59:08.494000 AM
